DESGLOSE DE PRESUPUESTO;;;;;TIPO DE CAMBIO:;610;;
CONCRETO DE RELLENO;CEMENTO;43;sacos;?6.525,00;?280.575,00;$459,96;;
CONCRETO DE RELLENO;ARENA;3;m3;?23.725,00;?71.175,00;$116,68;;
CONCRETO DE RELLENO;PIEDRA;5;m3;?23.000,00;?115.000,00;$188,52;;
;CEMENTO PARA PEGA DE BLOQUES;14;sacos;?6.525,00;?91.350,00;$149,75;;
;ARENA PARA PEGA DE BLOQUES;1,7;m3;?3.850,00;?6.545,00;$10,73;;
PINTURA;;140;m2;?22.135,71;?3.099.000,00;$5.080,33;;
;BLOQUE DE MAMPOSTERIA DE 15X20X40;2195;un;?600,00;?1.317.000,00;$2.159,02;;
ACABADO DE PAREDES NIVEL1;;3,6;m;;;;;
TIPO 01;;39,6;ml;;;$2.921,31;;
;ACABADO EN CONCRETO PULIDO O SIMILAR CON DOS MANOS DE SELLADOR;142,6;m2;?12.500,00;?1.782.000,00;$2.921,31;;
TIPO 02;;173,3;ml;;;$0,00;;
;PAREDES CON REPELLO FINO, EMPASTE, LIJADO Y 2 MANOS DE PINTURA PARA INTERIORES;623,9;m2;;?0,00;$0,00;;
TIPO 03;;45,8;ml;;?0,00;$0,00;;
;PAREDES CON REPELLO FINO, EMPASTE, LIJADO Y 2 MANOS DE PINTURA PARA EXTERIORES;164,9;m2;;?0,00;$0,00;;
TIPO 04;;7;ml;;;$1.445,90;;
;ENCHAPE DE PARED CON ACABADO TIPO MADERA;25,2;m2;?35.000,00;?882.000,00;$1.445,90;;
TIPO 05;;9,2;ml;;;$636,20;;
;ENCHAPE DE BAÑO ANTIDESLIZANTE CON PORCELANATO HASTA 1,2 m DE ALTURA DE FORMATO Y TIPO A ESCOGER;11,1;m2;?35.000,00;?388.080,00;$636,20;;
TIPO 07;;142;m;;;$51.213,11;;
;BARANDAS DE 1M DE ALTURA DE CUATRO CABLES CON ACABADO COLOR NEGRO;142;m;?220.000,00;?31.240.000,00;$51.213,11;;
TIPO 08;;20,4;ml;;;$5.409,74;;
;ENCHAPE DE PARED DE PIEDRA;73,3;m2;?45.000,00;?3.299.940,00;$5.409,74;;
TIPO 09;;4;un;;;$0,00;;
;PIEZAS METALICAS CON PINTURA CON UNA MANO DE MINIO Y 2 MANOS DE ANTICORROSIVO TIPO CORROSTYL O SIMILAR;;;;?0,00;$0,00;;
TIPO 10;;5,3;ml;;;$0,00;;
;CERRAMIENTO CON REJA METALICA PERFORADA;18,9;m2;;?0,00;$0,00;;
ENTREPISOS Y CONTRAPISOS;;;;;;;;
ENTREPISO 1ER NIVEL;;334;m2;?102.174,77;;$16.768,00;;
CONCRETO  210KG/CM2;CEMENTO;336;sacos;?6.769,91;?2.274.689,76;$3.729,00;;
48 m3 en total;ARENA;23,5;m3;?22.566,37;?530.309,70;$869,36;;
;PIEDRA;42,7;m3;?22.566,37;?963.584,00;$1.579,65;;
;FORMALETA (piezas de 3,6m x 0,3);18;un;?6.272,12;?112.898,16;$185,08;;
;MALLA ELECTROSOLDADA ? 5.3 mm (malla de 2,5x6m);37;un;?31.000,00;?1.147.000,00;$1.880,33;;
;LOSACERO CALIBRE 20 (2.44x6);400;m2;?13.000,00;?5.200.000,00;$8.524,59;;
ENTREPISO NIVEL SUPERIOR;;483;m2;?102.174,77;;$19.180,79;;
CONCRETO  210KG/CM2;CEMENTO;427;sacos;?6.769,91;?2.890.751,57;$4.738,94;;
61 m3 en total;ARENA;29,9;m3;?22.566,37;?674.734,46;$1.106,12;;
;PIEDRA;54,3;m3;?22.566,37;?1.225.353,89;$2.008,78;;
;FORMALETA (piezas de 3,6m x 0,3);20;un;?6.272,12;?125.442,40;$205,64;;
;MALLA ELECTROSOLDADA ? 5.3 mm (malla de 2,5x6m);49;un;?31.000,00;?1.519.000,00;$2.490,16;;
;LOSACERO CALIBRE 20 (2.44x6);405;m2;?13.000,00;?5.265.000,00;$8.631,15;;
CONTRAPISO DE CONCRETO;;420;m2;?89.174,77;; $27.577,87 ;;
CONCRETO  210KG/CM2;CEMENTO;329;sacos;?6.769,91;?2.227.300,39; $3.651,31 ;;
47 m3 en total;ARENA;23;m3;?22.566,37;?519.026,51; $850,86 ;;
;PIEDRA;41,8;m3;?22.566,37;?943.274,27; $1.546,35 ;;
;FORMALETA (piezas de 3,6m x 0,3);18;un;?6.272,12;?112.898,16; $185,08 ;;
;MALLA ELECTROSOLDADA ? 5.3 mm;420;un;?31.000,00;?13.020.000,00; $21.344,26 ;;
NERVADURA N1;;14;ml;;; $678,93 ;;
CONCRETO  210KG/CM2;CEMENTO;9;sacos;?6.769,91;?60.929,19; $99,88 ;;
1.35 m3 en total;ARENA;0,7;m3;?22.566,37;?14.927,65; $24,47 ;;
;PIEDRA;1,2;m3;?22.566,37;?27.113,49; $44,45 ;;
;VARILLA #4 LONG;10;un;?5.400,00;?54.000,00; $88,52 ;;
;VARILLA #3 LONG;5;un;?3.175,00;?15.875,00; $26,02 ;;
;VARILLA #3 AROS @15cm;16;un;?3.175,00;?50.800,00; $83,28 ;;
;VARILLA #3 (BASTONES);60;un;?3.175,00;?190.500,00; $312,30 ;;
NERVADURA N2;;21;ml;;; $771,94 ;;
CONCRETO  210KG/CM2;CEMENTO;15;sacos;?6.769,91;?101.548,65; $166,47 ;;
2.2 m3 en total;ARENA;1,1;m3;?22.566,37;?24.326,55; $39,88 ;;
;PIEDRA;2;m3;?22.566,37;?44.184,95; $72,43 ;;
;VARILLA #5 LONG;17;un;?9.925,01;?168.725,17; $276,60 ;;
;VARILLA #4 LONG;8;un;?5.400,00;?43.200,00; $70,82 ;;
;VARILLA #3 AROS @15cm;28;un;?3.175,00;?88.900,00; $145,74 ;;
VIGA TIPO VC-4;;123;ml;;;$4.052,46;;
;TUBO 10X20X0,24 CM EN 6M;24;un;?103.000,00;?2.472.000,00;$4.052,46;;
VIGA TIPO VE-1;;390;ml;;;$45.481,97;;
;W12x30 ACERO ASTM A-992 GR50 EN 12M;34;un;?816.000,00;?27.744.000,00;$45.481,97;;
VIGA TIPO VE-2;;285;ml;;;$29.221,31;;
;W16x31 ACERO ASTM A-992 GR50 EN 12M;25;un;?713.000,00;?17.825.000,00;$29.221,31;;
VIGA TIPO VE-3;;60;ml;;;$5.409,84;;
;W8x21 ACERO ASTM A-992 GR50 EN 12M;6;un;?550.000,00;?3.300.000,00;$5.409,84;;
CONECTORES DE CORTANTE #3@20;;735;ml;;;$637,60;;
;VARILLA #3;123;un;?3.175,00;?388.937,50;$637,60;;
UNIONES;;155;un;;?5.153.000,00;$8.447,54;;
Salen varias unidades de una misma lámina de 1.22x2.44;RIGIDIZADORES e=0.48cm (30x15) 620 unidades;10;un;?157.000,00;?1.570.000,00;$2.573,77;;
;RIGIDIZADORES e=0.48cm (20x15) 310 unidades;4;un;?157.000,00;?628.000,00;$1.029,51;;
;PLACA A36 e=0.64cm (30x30) 155 unidades;5;un;?197.000,00;?985.000,00;$1.614,75;;
;ANGULARES 10X20X1.27cm (x2) 310 unidades;10;un;?197.000,00;?1.970.000,00;$3.229,51;;
VIGA TIPO VM-1;;33;ml;?66.749,77;;$1.543,93;;
CONCRETO  210KG/CM2;CEMENTO;26;sacos;?6.769,91;?176.017,66;$288,55;;
3,7 m3 en total;ARENA;1,8;m3;?22.566,37;?40.619,47;$66,59;;
;PIEDRA;3,3;m3;?22.566,37;?74.469,02;$122,08;;
;FORMALETA;20;un;?6.272,12;?125.442,40;$205,64;;
;VARILLA #4 LONG;42;un;?5.400,00;?226.800,00;$371,80;;
;VARILLA #3 AROS Y GANCHOS @15cm;94;un;?3.175,00;?298.450,00;$489,26;;
VIGA TIPO VM-2;;25;ml;?66.749,77;;$1.279,21;;
CONCRETO  210KG/CM2;CEMENTO;26;sacos;?6.769,91;?176.017,66;$288,55;;
2,8 m3 en total;ARENA;1,8;m3;?22.566,37;?40.619,47;$66,59;;
;PIEDRA;3,3;m3;?22.566,37;?74.469,02;$122,08;;
;FORMALETA;14;un;?6.272,12;?87.809,68;$143,95;;
;VARILLA #4 LONG;32;un;?5.400,00;?172.800,00;$283,28;;
;VARILLA #3 AROS Y GANCHOS @15cm;72;un;?3.175,00;?228.600,00;$374,75;;
VIGA TIPO VM-3;;9;ml;?66.749,77;;$333,40;;
CONCRETO  210KG/CM2;CEMENTO;5;sacos;?6.769,91;?33.849,55;$55,49;;
0,72 m3 en total;ARENA;0,4;m3;?22.566,37;?9.026,55;$14,80;;
;PIEDRA;0,6;m3;?22.566,37;?13.539,82;$22,20;;
;FORMALETA;5;un;?6.272,12;?31.360,60;$51,41;;
;VARILLA #4 LONG;12;un;?5.400,00;?64.800,00;$106,23;;
;VARILLA #3 AROS Y GANCHOS @20cm;16;un;?3.175,00;?50.800,00;$83,28;;
VIGA METALICA CARGADOR;;85;m;;;$5.079,34;;
;TUBO 15X15X0,24 CM EN 6M;16;un;?193.650,00;?3.098.400,00;$5.079,34;;
PRECINTA (40cm en durock y estructura GA#20);;146;ml;?7.201,30;?1.051.390,14; $1.723,59 ;;
;FURRING DE 12' GA #25;46;un;?2.587,00;?119.002,00;$195,09;;
;ANGULAR DE 10' (PARA MUNECOS);116;un;?562,00;?65.192,00;$106,87;;
;"TORNILLO 8"" X 1-1/4 PP DUROCK";984;un;?25,99;?25.574,16;$41,92;;
;CLAVOS DE ACERO DE 3/4;500;un;?24,86;?12.430,00;$20,38;;
;TIROS;500;un;?42,94;?21.470,00;$35,20;;
;LAMINA DE DUROCK 12mm;40;un;?16.000,00;?640.000,00;$1.049,18;;
;"TORNILLO DUROCK GALVA BROCA # 8 X 1.1/4"" EXTERIOR";2000;un;?19,80;?39.601,98;$64,92;;
;MURO SECO;12;saco;?4.200,00;?50.400,00;$82,62;;
;Cinta 250';3;un;?1.740,00;?5.220,00;$8,56;;
;"Moldura tipo ""J"" plástica p/durock de 10' (o moldura Cortalágrimas)";50;un;?1.450,00;?72.500,00;$118,85;;
ACABADOS PARA CIELOS;;;;;;;;
TIPO A;;592;m2;?13.500,00;?7.992.000,00; $13.102 ;;
;CIELO PLANO EN TABLA GYPSUM EMPASTADO, LIJADO Y PINTADO DE COLOR BLANCO MATTE CON PINTURA TIPO GOLTEX 1000 DE SUR;592;m2;?13.500,00;?7.992.000,00;$13.101,64;;
TIPO B;;279;m2;?25.000,00;?6.975.000,00; $11.434,43 ;;
;CIELO PLANO EN ACABADO DE MADERA A ESCOGER;279;m2;?25.000,00;?6.975.000,00;$11.434,43;;
TIPO C;INDICA CIELO PLANO CON ACABADO EN CONCRETO PULIDO CON DOS MANOS DE SELLADOR.;77,3;m2; ?14.200,00 ; ?1.097.660,00 ; $1.799,44 ;;
CANOAS Y BOTAGUAS;;175;m;;; $4.303,28 ;;
;CANOA;135;m; ?15.000,00 ; ?2.025.000,00 ; $3.319,67 ;;
;BOTAGUAS;40;m; ?15.000,00 ; ?600.000,00 ; $983,61 ;;
ACABADOS PARA PISOS;;;;;;;;
TIPO PC;;118;m2;;;$2.901,64;;
;PISO DE CONCRETO PULIDO CON AGREGADOS VISIBLES Y CON DOS MANOS DE SELLADOR;;;?15.000,00;?1.770.000,00;$2.901,64;;
TIPO PM;;359;m2;;;$25.306,56;;
;PISO DE MADERA TIPO A ESCOGER;;;?43.000,00;?15.437.000,00;$25.306,56;;
TIPO PP;;349;m2;;;$20.024,59;;
;PISO EN PORCELANATO, ANTIDESLIZANTE EN AREAS HUMEDAS O EXTERIORES;;;?35.000,00;?12.215.000,00;?20.024,59;;
TIPO PZ;;237;m2;;;$14.686,23;;
;TIPO ZACATE BLOCK CON CELDAS RELLENAS DE PIEDRA CUARTA;;;?37.800,00;?8.958.600,00;$14.686,23;;
TIPO PE;;15;m2;;;$245,90;;
;RECUBRIMIENTO DE AREAS EXTERIORES EN PIEDRA CUARTA;;;?10.000,00;?150.000,00;$245,90;;
TIPO PV;;3,5;m2;;;$1.652,46;;
;PISO VIDRIO TEMPLADO;;;?288.000,00;?1.008.000,00;$1.652,46;;
AGUA POTABLE;;;gl;?153.000,00;;$6.029,21;;
;TUBERIA PVC ALTA PRESION 25mm;19;Tubos;?23.575,00;?447.925,00;$734,30;;
;TUBERIA PVC ALTA PRESION 19mm;81;Tubos;?15.300,00;?1.239.300,00;$2.031,64;;
;TUBERIA CPVC ALTA PRESION 19mm;51;Tubos;?29.125,00;?1.485.375,00;$2.435,04;;
;ACCESORIOS PVC (15%);;GL;?76.500,00;?507.240,90;$786,42;;
;LLAVES DE RIEGO;3;un;?8.500,00;?25.500,00;$41,80;;
TANQUE DE AGUA, BOMBA Y FILTRO;;1;un;?5.141.329,75;;$7.360,00;;
;TANQUE PLASTICO ECOTANK CAPACIDAD 5000L;1;un;?686.164,25;?686.164,25;$880,00;;
;BOMBA ESTACIONARIA;1;un;?1.278.651,50;?1.278.651,50;$1.855,00;;
;TANQUE HIDRONEUMATICO DE 60Lts;1;un;?189.557,50;?189.557,50;$275,00;;
;SENSOR;1;un;?88.450,00;?88.450,00;$145,00;;
;ACCESORIOS;1;gl;?31.018,50;?31.018,50;$45,00;;
;FILTRO;1;un;?878.857,50;?878.857,50;$1.275,00;;
;LAMPARA ULTRAVIOLETA;1;un;?1.988.630,50;?1.988.630,50;$2.885,00;;
AGUAS SANITARIAS;;1;gl;?317.719,91;;$7.546,31;;
;TUBERIA PVC SDR 26 100mm;22;Tubos;?106.625,00;?2.345.750,00;$3.845,49;;
;TUBERIA PVC SDR 26 75mm;16;Tubos;?63.650,00;?1.018.400,00;$1.669,51;;
;TUBERIA PVC SDR 26 50mm;8;Tubos;?33.775,00;?270.200,00;$442,95;;
;TUBERIA PVC SDR 26 32mm;4;Tubos;?15.350,00;?61.400,00;$100,66;;
;TUBERIA PVC SDR 26 50mm (Ventilación);7;Tubos;?33.775,00;?236.425,00;$387,58;;
;ACCESORIOS DE PVC (10%);;GL;?28.883,63;?418.477,26;$686,03;;
;CAJAS DE REGISTRO;2;un;?19.336,28;?38.672,56;$63,40;;
;SIFON EN PCV 50mm;14;un;?11.450,00;?160.300,00;$262,79;;
;SIFON EN PCV 32mm;11;un;?4.875,00;?53.625,00;$87,91;;
AGUAS PLUVIALES;;1;gl;?800.285,29;;$8.592,06;;
;TUBERIA PVC SDR 26 100mm;11;Tubos;?106.625,00;?1.172.875,00;$1.922,75;;
;TUBERIA PVC SDR 26 150mm;4;Tubos;?225.000,00;?900.000,00;$1.475,41;;?5.241.158,08
;TUBERIA PVC SDR 26 200mm;7;Tubos;?380.000,00;?2.660.000,00;$4.360,66;;?524.115,81
;ACCESORIOS DE PVC (10%);;GL;?72.753,21;?476.468,92;$781,10;;$859,21
;CAJA DE REGISTROL PLUVIAL;2;un;?15.907,08;?31.814,16;$52,15;;
TANQUE SEPTICO Y DRENAJE;;1;M;?1.032.132,74;;$7.200,87;;
;FOSA SEPTICA BIOLOGICA, FILTRO ANAEROBICO, ETC;1;und;?782.000,00;?782.000,00;$1.281,97;;
;MATERIALES PIEDRA BOLA;26;m3;?110.000,00;?2.860.000,00;$4.688,52;;
;PIEDRA CUARTA O TERCERA (25 mm a 50 mm);6;m3;?22.566,37;?135.398,22;$221,96;;
;ARENA;2;m3;?22.566,37;?45.132,74;$73,99;;
;TUBERIA DRENAFLEX 100mm;6;Tubos;?95.000,00;?570.000,00;$934,43;;
TECHO;;;;?17.010,00;?11.192.580,00; $18.348,49 ;;
;LAMINA TERMOACUSTICAS PARA TECHO TIPO FG UPVC (REFORZADAS CON FIBRA DE VIDRIO) T1130, FIBROMAT PERFIL PLUS 2.5 mm DE ESPESOR;658;m2;?17.010,00;?11.192.580,00; $18.348,49 ;;
LOSA DE CONCRETO COLOR NATURAL CON 2 MANOS DE SELLADOR Y MALLA ASFALTICA IMPERMEABILIZANTE;;88;m2;?1.206.924,77;; $16.487,77 ;;
CONCRETO  210KG/CM2;CEMENTO;105;sacos;?6.769,91;?710.840,55; $1.165,31 ;;
15 m3 en total;ARENA;7,4;m3;?22.566,37;?166.991,14; $273,76 ;;
;PIEDRA;13,4;m3;?22.566,37;?302.389,36; $495,72 ;;
;FIBRA DE PROPILENO IMPERMEABILIZANTE INTEGRAL;10;;?184.000,00;?1.840.000,00; $3.016,39 ;;
;FORMALETA;81;un;?6.272,12;?508.041,72; $832,86 ;;
;VARILLA #3 DOBLE MALLA @15CM;186;un;?3.175,00;?590.550,00; $968,11 ;;
;"VARILLA #4 ""U"" DE ANCLAJE @20CM";25;un;?5.400,00;?135.000,00; $221,31 ;;
;VARILLA #3 CONECTOR CORTANTE @20CM;27;un;?3.175,00;?85.725,00; $140,53 ;;
;VIGA W12X45;6;un;?953.000,00;?5.718.000,00; $9.373,77 ;;
;SELLO DE BENTONITA;64;ml;;?0,00; $-   ;;
CLAVADORES;;741,4;ml;;;$12.255,38;;
;TUBO 5X10X0,18CM @80 CM MÁX;136;und;?55.000,00;?7.475.783,33;$12.255,38;;
ESTRUCTURA DE TECHO ;;;;;;;;
TUBO DIAGONAL CASA;;71;ml;;;$2.026,23;;
;TUBO 10X20X0,32CM;12;und;?103.000,00;?1.236.000,00;$2.026,23;;
TUBO DIAGONAL BODEGA;;26;ml;;;$1.619,60;;
;TUBO 5X15X0,32CM;5;und;?71.991,15;?359.955,75;$590,09;;
;PLACAS A36 en 0,48cm  (15x20cm) APOYO AP-3;4;un;?157.000,00;?628.000,00;$1.029,51;;
CERCHA CH1;;2;und;?212.725,66;;$6.773,49;;
;CUERDA SUPERIOR TUBO 10X20X0,24CM;4;und;?103.000,00;?412.000,00;$675,41;;
;CUERDA INFERIOR TUBO 5X10X0,24CM;4;und;?48.000,00;?192.000,00;$314,75;;
;VERTICALES DE TUBO 5X10X0,18CM;3;und;?55.000,00;?165.000,00;$270,49;;
;SOLDADURA;500;Kg;?6.725,66;?3.362.830,00;$5.512,84;;
CERCHA CH2;;2;und;?212.725,66;;$6.863,66;;
;CUERDA SUPERIOR TUBO 10X20X0,24CM;4;und;?103.000,00;?412.000,00;$675,41;;
;CUERDA INFERIOR TUBO 5X10X0,24CM;4;und;?48.000,00;?192.000,00;$314,75;;
;VERTICALES DE TUBO 5X10X0,18CM;4;und;?55.000,00;?220.000,00;$360,66;;
;SOLDADURA;500;Kg;?6.725,66;?3.362.830,00;$5.512,84;;
CERCHA CH3;;2;und;?212.725,66;;$6.773,49;;
;CUERDA SUPERIOR TUBO 10X20X0,24CM;4;und;?103.000,00;?412.000,00;$675,41;;
;CUERDA INFERIOR TUBO 5X10X0,24CM;4;und;?48.000,00;?192.000,00;$314,75;;
;VERTICALES DE TUBO 5X10X0,18CM;3;und;?55.000,00;?165.000,00;$270,49;;
;SOLDADURA;500;Kg;?6.725,66;?3.362.830,00;$5.512,84;;
CERCHA CH4;;2;und;?212.725,66;;$6.863,66;;
;CUERDA SUPERIOR TUBO 10X20X0,24CM;4;und;?103.000,00;?412.000,00;$675,41;;
;CUERDA INFERIOR TUBO 5X10X0,24CM;4;und;?48.000,00;?192.000,00;$314,75;;
;VERTICALES DE TUBO 5X10X0,18CM;4;und;?55.000,00;?220.000,00;$360,66;;
;SOLDADURA;500;Kg;?6.725,66;?3.362.830,00;$5.512,84;;
CERCHA CH5;;1;und;?306.725,66;;$2.491,09;;
;CUERDA SUPERIOR E INFERIOR TUBO 5X10X0,24CM;6;und;?48.000,00;?288.000,00;$472,13;;
;VERTICALES DE TUBO 5X10X0,18CM;3;und;?55.000,00;?165.000,00;$270,49;;
;SOLDADURA;100;Kg;?6.725,66;?672.566,00;$1.102,57;;
;PLACAS A36 en 0,48cm  (15x20cm) APOYO AP-4;2;un;197000;?394.000,00;$645,90;;
CERCHA CH6;;1;und;?109.725,66;;$1.518,96;;
;CUERDA SUPERIOR E INFERIOR TUBO 5X10X0,24CM;3;und;?48.000,00;?144.000,00;$236,07;;
;VERTICALES DE TUBO 5X10X0,18CM;2;und;?55.000,00;?110.000,00;$180,33;;
;SOLDADURA;100;Kg;?6.725,66;?672.566,00;$1.102,57;;
CERCHA CH7;;1;und;?109.725,66;;$967,68;;
;CUERDA SUPERIOR E INFERIOR TUBO 5X10X0,24CM;3;und;?48.000,00;?144.000,00;$236,07;;
;VERTICALES DE TUBO 5X10X0,18CM;2;und;?55.000,00;?110.000,00;$180,33;;
;SOLDADURA;50;Kg;?6.725,66;?336.283,00;$551,28;;
FIGURAS DE BANO;;24;und; $382,42 ;; $9.178,17 ;;
;SERVICIO SANITARIO;4;und;?447.417,85;?1.789.671,40; $2.933,89 ;;
;LAVAMANOS;4;und;?143.374,40;?573.497,60; $940,16 ;;
;TINA DE BAÑO;1;und;?1.500.000,00;?1.500.000,00; $2.459,02 ;;
;FREGADERO DE TALLER;2;und;?131.921,85;?263.843,70; $432,53 ;;
;FREGADERO DE COCINA;2;und;?208.174,25;?416.348,50; $682,54 ;;
;FREGADERO CUARTO DE PILAS;1;und;?131.921,85;?131.921,85; $216,27 ;;
;PANERAS;4;und;?75.000,00;?300.000,00; $491,80 ;;
;TRITURADOR DE BASURA;2;und;?181.700,00;?363.400,00; $595,74 ;;
;PAPELERAS;4;und;?65.000,00;?260.000,00; $426,23 ;;
ESCALERAS SEGUN DETALLES DE ESTRUCTURAL;;1;gl;?1.715.160,00;; $7.228,13 ;;
;W 8X21 EN 12M;2;un;?550.000,00;?1.100.000,00; $1.803,28 ;;
;TUBO 10X20X0,24 (EN 6M);2;un;?103.000,00;?206.000,00; $337,70 ;;
;ANGULAR 5X5X0,32 EN 6M;9;un;?18.000,00;?162.000,00; $265,57 ;2,38MM;
;MADERA DE TECA PARA ESCALONES;20;un;?80.000,00;?1.600.000,00; $2.622,95 ;;
;MADERA DE TECA PARA DESCANSO;1;un;?587.160,00;?587.160,00; $962,56 ;;
;PLACA METALICA DE 3/8;2;un;?377.000,00;?754.000,00; $1.236,07 ;;
MATERIAL ELÉCTRICO;;1;un;;;;;
;TOTAL MATERIAL ELÉCTRICO;1;GLOBAL;?0,00;?22.819.161,38; $37.408,46 ;;
PUERTA DE GARAGE;;;;;?4.095.000,00; $6.500,00 ;;
;ACCESOS AUTOMÁTICOS;1;und;?4.095.000,00;?4.095.000,00; $6.500,00 ;;
GATE;;1;gl;;?4.497.250,00; $7.139,00 ;;
;MATERIAL;1;und;?3.197.250,00;?3.197.250,00; $5.075,00 ;;
;GATE PISTONS, LIGHT, SENSORS;1;und;?1.300.000,00;?1.300.000,00; $2.064,00 ;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;1;;;;;;;
